Patch No.,Project,Bug,Test Category,Seed,Total Test No.,Failing Test No.,Time
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,2,525,0,2.135
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,3,1019,0,2.256
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,4,863,0,2.256
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,5,752,0,2.191
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,6,771,0,2.208
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,7,728,0,2.269
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,8,714,0,2.155
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,9,1169,0,2.232
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,10,843,0,2.224
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,11,922,0,2.207
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,12,928,0,2.199
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,13,704,0,2.168
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,14,965,0,2.217
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,15,696,0,2.356
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,16,826,0,2.219
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,17,755,0,2.194
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,18,770,0,2.173
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,19,992,0,2.366
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,20,1092,0,2.24
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,21,819,0,2.178
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,22,741,0,2.173
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,23,813,0,2.29
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,24,822,0,2.203
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,25,884,0,2.229
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,26,930,0,2.233
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,27,1010,0,2.272
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,28,993,0,2.239
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,29,916,0,2.28
patch-Lang-41-fix.patch,Lang,41,Randoop_2019,30,810,0,2.165
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,1,2275,0,2.235
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,2,1895,0,2.167
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,3,2116,0,2.195
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,4,1779,0,2.158
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,5,1974,0,2.184
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,6,1888,0,2.299
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,7,1822,0,2.158
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,8,2213,0,2.21
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,9,2113,0,2.174
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,10,2083,0,2.179
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,11,1646,0,2.156
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,12,1866,0,2.172
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,13,1659,0,2.14
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,14,1297,0,2.139
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,15,1654,0,2.152
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,16,1836,0,2.161
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,17,1750,0,2.15
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,18,1880,0,2.162
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,19,1858,0,2.161
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,20,1593,0,2.142
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,21,1747,0,2.169
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,22,1727,0,2.15
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,23,1352,0,2.178
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,24,1656,0,2.143
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,25,1636,0,2.203
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,26,1449,0,2.156
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,27,1657,0,2.218
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,28,1621,0,2.154
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,29,1615,0,2.167
patch-Lang-43-fix.patch,Lang,43,Randoop_2019,30,1482,0,2.16
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,1,5068,0,2.178
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,2,5133,0,2.219
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,3,5023,0,2.172
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,4,5015,0,2.175
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,5,5299,0,2.181
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,6,5221,0,2.181
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,7,5230,0,2.202
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,8,5228,0,2.185
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,9,5022,0,2.185
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,10,5087,0,2.177
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,11,5167,0,2.179
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,12,5322,0,2.182
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,13,5309,0,2.187
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,14,5212,0,2.192
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,15,5118,0,2.193
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,16,5368,0,2.189
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,17,5314,0,2.205
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,18,5080,0,2.198
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,19,5296,0,2.181
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,20,5069,0,2.202
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,21,5256,0,2.182
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,22,5165,0,2.215
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,23,4983,0,2.187
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,24,5154,0,2.193
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,25,5250,0,2.304
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,26,5504,0,2.238
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,27,5280,0,2.203
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,28,5057,0,2.174
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,29,5035,0,2.174
patch-Lang-44-fix.patch,Lang,44,Randoop_2019,30,5333,0,2.227
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,1,4750,0,2.22
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,2,4792,0,2.318
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,3,4675,0,2.312
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,4,4776,0,2.473
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,5,4762,0,2.358
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,6,4556,0,2.355
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,7,4829,0,2.234
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,8,4735,0,2.294
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,9,4903,0,2.274
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,10,4804,0,2.25
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,11,4773,0,2.572
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,12,4854,0,2.534
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,13,4760,0,2.291
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,14,4727,0,2.854
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,15,4724,0,2.259
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,16,4735,0,2.253
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,17,4770,0,2.424
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,18,4661,0,2.315
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,19,4561,0,2.345
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,20,4834,0,2.323
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,21,4712,0,2.438
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,22,4675,0,2.608
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,23,4785,0,2.369
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,24,4794,0,2.251
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,25,4682,0,2.274
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,26,4672,0,2.599
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,27,4614,0,2.296
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,28,4610,0,2.318
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,29,4654,0,2.289
patch-Lang-45-fix.patch,Lang,45,Randoop_2019,30,4560,0,2.253
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,1,4478,0,2.185
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,2,4556,0,2.216
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,3,4553,0,2.226
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,4,4553,0,2.247
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,5,4472,0,2.178
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,6,4498,0,2.263
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,7,4410,0,2.266
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,8,4538,0,2.177
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,9,4538,0,2.203
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,10,4490,0,2.275
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,11,4513,0,2.191
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,12,4446,0,2.198
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,13,4556,0,2.173
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,14,4603,0,2.169
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,15,4595,0,2.321
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,16,4586,0,2.171
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,17,4606,0,2.175
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,18,4540,0,2.213
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,19,4600,0,2.16
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,20,4178,0,2.183
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,21,4384,0,2.173
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,22,4598,0,2.284
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,23,4598,0,2.193
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,24,4584,0,2.162
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,25,4578,0,2.22
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,26,4584,0,2.204
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,27,4498,0,2.19
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,28,4514,0,2.164
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,29,4571,0,2.17
patch-Lang-51-fix.patch,Lang,51,Randoop_2019,30,4491,0,2.312
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,1,2727,1667,2.268
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,2,2701,1424,2.293
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,3,2697,943,2.281
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,4,2772,698,2.281
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,5,2589,1954,2.289
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,6,2891,1252,2.289
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,7,2739,1002,2.295
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,8,2647,1883,2.322
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,9,2641,1403,2.271
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,10,2695,1132,2.202
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,11,2688,1762,2.268
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,12,2673,950,2.254
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,13,2628,1749,2.272
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,14,2694,1088,2.234
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,15,2640,1405,2.246
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,16,2744,892,2.253
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,17,2720,941,2.279
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,18,2770,760,2.234
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,19,2721,968,2.241
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,20,2711,911,2.269
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,21,2748,1145,2.244
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,22,2569,1630,2.337
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,23,2559,2241,2.321
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,24,2665,1397,2.262
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,25,2734,1011,2.287
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,26,2637,1588,2.251
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,27,2691,1363,2.313
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,28,2721,936,2.374
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,29,2810,1245,2.324
patch-Lang-55-fix.patch,Lang,55,Randoop_2019,30,2704,1288,2.269
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,1,345,15,2.08
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,2,344,15,2.087
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,3,361,15,2.07
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,4,307,15,2.066
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,5,373,15,2.074
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,6,361,15,2.072
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,7,411,15,2.086
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,8,253,15,2.064
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,9,294,15,2.062
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,10,312,15,2.069
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,11,341,15,2.077
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,12,390,15,2.073
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,13,381,15,2.081
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,14,313,15,2.088
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,15,400,15,2.099
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,16,324,15,2.069
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,17,413,15,2.079
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,18,396,15,2.074
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,19,339,15,2.073
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,20,342,15,2.077
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,21,315,15,2.068
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,22,352,15,2.113
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,23,243,15,2.068
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,24,319,15,2.086
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,25,287,15,2.096
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,26,322,15,2.07
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,27,337,15,2.066
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,28,298,15,2.07
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,29,404,15,2.191
patch-Lang-57-fix.patch,Lang,57,Randoop_2019,30,264,15,2.102
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,1,4438,0,2.353
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,2,4336,0,2.267
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,3,4521,0,2.277
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,4,4439,0,2.629
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,5,4391,0,2.3
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,6,4301,0,2.272
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,7,4435,0,2.571
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,8,4521,0,2.273
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,9,4521,0,2.262
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,10,4502,0,2.299
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,11,4510,0,2.281
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,12,4481,0,2.356
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,13,4538,0,2.371
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,14,4555,0,2.312
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,15,4491,0,2.272
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,16,4557,0,2.262
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,17,4524,0,2.272
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,18,4465,0,2.354
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,19,4560,0,2.293
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,20,4509,0,2.369
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,21,4509,0,2.313
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,22,4566,0,2.276
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,23,4488,0,2.713
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,24,4523,0,2.264
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,25,4510,0,2.279
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,26,4524,0,2.405
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,27,4564,0,2.417
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,28,4548,0,2.342
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,29,4527,0,2.31
patch-Lang-58-fix.patch,Lang,58,Randoop_2019,30,4407,0,2.937
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,1,1151,0,2.157
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,2,1327,0,2.136
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,3,1238,0,2.13
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,4,1566,13,2.144
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,5,1218,1,2.116
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,6,1215,1,2.119
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,7,1143,37,2.107
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,8,1605,1,2.175
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,9,1359,0,2.131
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,10,1187,0,2.122
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,11,999,0,2.098
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,12,1367,2,2.136
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,13,1294,0,2.13
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,14,1296,0,2.136
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,15,1183,1,2.125
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,16,1142,5,2.112
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,17,1083,0,2.118
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,18,1229,3,2.115
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,19,1543,1,2.142
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,20,1534,3,2.158
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,21,1445,2,2.129
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,22,1426,2,2.147
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,23,1462,2,2.134
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,24,1498,3,2.226
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,25,1110,0,2.129
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,26,1098,0,2.104
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,27,954,0,2.127
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,28,1312,0,2.132
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,29,1158,1,2.124
patch-Lang-60-fix.patch,Lang,60,Randoop_2019,30,1170,0,2.159
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,1,4088,14,3.284
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,2,4441,13,2.296
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,3,8740,13,2.582
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,4,8722,13,2.626
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,5,8700,14,2.875
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,6,8615,63,2.627
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,7,8452,43,2.911
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,8,8565,43,2.652
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,9,8481,45,3.03
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,10,8586,45,3.093
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,11,8578,44,3.789
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,12,8522,43,3.066
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,13,8613,45,2.896
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,14,8557,45,3.316
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,15,8386,20,6.733
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,16,8310,20,3.445
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,17,8353,20,3.809
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,18,8380,21,3.548
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,19,8339,20,3.514
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,20,8062,19,4.105
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,21,8013,18,3.487
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,22,7986,21,3.689
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,23,7587,17,3.566
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,24,7598,17,3.756
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,25,7595,17,3.409
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,26,7508,25,3.537
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,27,7563,19,3.459
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,28,7485,18,4.517
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,29,7591,19,3.393
patch-Lang-7-fix.patch,Lang,7,Randoop_2019,30,7610,18,3.416
patch-Math-2-fix.patch,Math,2,Randoop_2019,1,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,2,0,0,2.005
patch-Math-2-fix.patch,Math,2,Randoop_2019,3,0,0,2.001
patch-Math-2-fix.patch,Math,2,Randoop_2019,4,0,0,2.003
patch-Math-2-fix.patch,Math,2,Randoop_2019,5,0,0,2.004
patch-Math-2-fix.patch,Math,2,Randoop_2019,6,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,7,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,8,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,9,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,10,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,11,0,0,2.003
patch-Math-2-fix.patch,Math,2,Randoop_2019,12,0,0,2.001
patch-Math-2-fix.patch,Math,2,Randoop_2019,13,0,0,2.001
patch-Math-2-fix.patch,Math,2,Randoop_2019,14,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,15,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,16,0,0,2.003
patch-Math-2-fix.patch,Math,2,Randoop_2019,17,0,0,2.006
patch-Math-2-fix.patch,Math,2,Randoop_2019,18,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,19,0,0,2.003
patch-Math-2-fix.patch,Math,2,Randoop_2019,20,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,21,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,22,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,23,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,24,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,25,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,26,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,27,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,28,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,29,0,0,2.002
patch-Math-2-fix.patch,Math,2,Randoop_2019,30,0,0,2.002
patch-Math-32-fix.patch,Math,32,Randoop_2019,1,678,1,2.181
patch-Math-32-fix.patch,Math,32,Randoop_2019,2,678,1,2.155
patch-Math-32-fix.patch,Math,32,Randoop_2019,3,678,1,2.171
patch-Math-32-fix.patch,Math,32,Randoop_2019,4,624,1,2.161
patch-Math-32-fix.patch,Math,32,Randoop_2019,5,958,1,2.242
patch-Math-32-fix.patch,Math,32,Randoop_2019,6,958,1,2.214
patch-Math-32-fix.patch,Math,32,Randoop_2019,7,958,1,2.185
patch-Math-32-fix.patch,Math,32,Randoop_2019,8,958,1,2.199
patch-Math-32-fix.patch,Math,32,Randoop_2019,9,958,1,2.191
patch-Math-32-fix.patch,Math,32,Randoop_2019,10,958,1,2.253
patch-Math-32-fix.patch,Math,32,Randoop_2019,11,958,1,2.227
patch-Math-32-fix.patch,Math,32,Randoop_2019,12,958,1,2.199
patch-Math-32-fix.patch,Math,32,Randoop_2019,13,958,1,2.207
patch-Math-32-fix.patch,Math,32,Randoop_2019,14,958,1,2.249
patch-Math-32-fix.patch,Math,32,Randoop_2019,15,958,1,2.184
patch-Math-32-fix.patch,Math,32,Randoop_2019,16,958,1,2.198
patch-Math-32-fix.patch,Math,32,Randoop_2019,17,958,1,2.201
patch-Math-32-fix.patch,Math,32,Randoop_2019,18,958,1,2.189
patch-Math-32-fix.patch,Math,32,Randoop_2019,19,958,1,2.204
patch-Math-32-fix.patch,Math,32,Randoop_2019,20,958,1,2.196
patch-Math-32-fix.patch,Math,32,Randoop_2019,21,958,1,2.179
patch-Math-32-fix.patch,Math,32,Randoop_2019,22,958,1,2.181
patch-Math-32-fix.patch,Math,32,Randoop_2019,23,803,1,2.195
patch-Math-32-fix.patch,Math,32,Randoop_2019,24,803,1,2.172
patch-Math-32-fix.patch,Math,32,Randoop_2019,25,643,1,2.16
