PROJECT,SEED,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Lang_41,14,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,15,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,16,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,17,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,18,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,19,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,20,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,21,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,22,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,23,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,24,org.apache.commons.lang,ClassUtils,441,677,107,113,95,173,74,73,12,25
Lang_41,25,org.apache.commons.lang,ClassUtils,441,677,105,115,95,173,72,75,12,25
Lang_41,26,org.apache.commons.lang,ClassUtils,441,677,105,115,95,173,72,75,12,25
Lang_41,27,org.apache.commons.lang,ClassUtils,441,677,105,115,95,173,72,75,12,25
Lang_41,28,org.apache.commons.lang,ClassUtils,441,677,105,115,95,173,72,75,12,25
Lang_41,29,org.apache.commons.lang,ClassUtils,441,677,105,115,95,173,72,75,12,25
Lang_41,30,org.apache.commons.lang,ClassUtils,441,677,105,115,95,173,72,75,12,25
Lang_43,1,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,2,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,3,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,4,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,5,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,6,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,7,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,8,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,9,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,10,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,11,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,12,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,13,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,14,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,15,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,16,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,17,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,18,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,19,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,20,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,21,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,22,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,23,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,24,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,25,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,26,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,27,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,28,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,29,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_43,30,org.apache.commons.lang.text,ExtendedMessageFormat,654,60,98,1,143,20,61,10,9,10
Lang_44,1,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,2,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,3,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,4,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,5,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,6,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,7,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,8,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,9,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,10,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,11,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,12,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,13,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,14,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,15,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,16,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,17,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,18,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,19,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,20,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,21,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,22,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,23,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,24,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,25,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,26,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,27,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,28,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,29,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_44,30,org.apache.commons.lang,NumberUtils,491,316,160,60,102,89,102,28,6,13
Lang_45,1,org.apache.commons.lang,WordUtils,21,530,9,95,5,135,9,57,0,14
Lang_45,2,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,3,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,4,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,5,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,6,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,7,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,8,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,9,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,10,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,11,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,12,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,13,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,14,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,15,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,16,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,17,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,18,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,19,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,20,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,21,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,22,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,23,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,24,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,25,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,26,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,27,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,28,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,29,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_45,30,org.apache.commons.lang,WordUtils,8,543,8,96,3,137,8,58,0,14
Lang_50,1,org.apache.commons.lang.time,FastDateFormat,167,971,31,117,37,224,27,100,1,42
Lang_50,2,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,3,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,4,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,5,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,6,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,7,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,8,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,9,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,10,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,11,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,12,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,13,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,14,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,15,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,16,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,17,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,18,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,19,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,20,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,21,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,22,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,23,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,24,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,25,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,26,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,27,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,28,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,29,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_50,30,org.apache.commons.lang.time,FastDateFormat,167,971,30,118,37,224,26,101,1,42
Lang_51,1,org.apache.commons.lang,BooleanUtils,189,473,84,128,40,122,53,91,0,37
Lang_51,2,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,3,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,4,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,5,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,6,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,7,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,8,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,9,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,10,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,11,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,12,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,13,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,14,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,15,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,16,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,17,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,18,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,19,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,20,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,21,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,22,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,23,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,24,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,25,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,26,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,27,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,28,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,29,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_51,30,org.apache.commons.lang,BooleanUtils,184,478,83,129,39,123,52,92,0,37
Lang_55,1,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,2,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,3,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,4,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,5,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,6,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,7,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,8,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,9,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,10,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,11,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,12,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,13,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,14,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,15,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,16,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,17,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,18,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,19,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,20,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,21,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,22,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,23,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,24,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,25,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,26,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,27,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,28,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,29,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_55,30,org.apache.commons.lang.time,StopWatch,208,0,28,0,58,0,26,0,12,0
Lang_57,1,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,2,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,3,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,4,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,5,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,6,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,7,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,8,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,9,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,10,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,11,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,12,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,13,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,14,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,15,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,16,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,17,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,18,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,19,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,20,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,21,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,22,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,23,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,24,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,25,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,26,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,27,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,28,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,29,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_57,30,org.apache.commons.lang,LocaleUtils,104,268,26,38,14,62,20,22,0,10
Lang_58,1,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,2,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,3,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,4,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,5,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,6,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,7,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,8,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,9,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,10,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,11,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,12,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,13,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,14,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,15,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,16,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,17,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,18,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,19,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,20,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,21,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,22,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,23,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,24,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,25,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,26,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,27,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,28,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,29,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_58,30,org.apache.commons.lang,NumberUtils,786,0,216,0,189,0,128,0,19,0
Lang_59,1,org.apache.commons.lang.text,StrBuilder,384,2464,79,357,68,533,72,256,2,108
Lang_59,2,org.apache.commons.lang.text,StrBuilder,195,2653,45,391,34,567,42,286,1,109
Lang_59,3,org.apache.commons.lang.text,StrBuilder,180,2668,40,396,31,570,38,290,1,109
Lang_59,4,org.apache.commons.lang.text,StrBuilder,158,2690,33,403,26,575,32,296,1,109
Lang_59,5,org.apache.commons.lang.text,StrBuilder,158,2690,33,403,26,575,32,296,1,109
Lang_59,6,org.apache.commons.lang.text,StrBuilder,127,2721,29,407,21,580,29,299,1,109
Lang_59,7,org.apache.commons.lang.text,StrBuilder,103,2745,27,409,17,584,27,301,1,109
Lang_59,8,org.apache.commons.lang.text,StrBuilder,103,2745,27,409,17,584,27,301,1,109
Lang_59,9,org.apache.commons.lang.text,StrBuilder,103,2745,27,409,17,584,27,301,1,109
Lang_59,10,org.apache.commons.lang.text,StrBuilder,70,2778,26,410,13,588,26,302,1,109
Lang_59,11,org.apache.commons.lang.text,StrBuilder,68,2780,24,412,13,588,24,304,1,109
Lang_59,12,org.apache.commons.lang.text,StrBuilder,68,2780,24,412,13,588,24,304,1,109
Lang_59,13,org.apache.commons.lang.text,StrBuilder,68,2780,24,412,13,588,24,304,1,109
Lang_59,14,org.apache.commons.lang.text,StrBuilder,68,2780,24,412,13,588,24,304,1,109
Lang_59,15,org.apache.commons.lang.text,StrBuilder,68,2780,24,412,13,588,24,304,1,109
Lang_59,16,org.apache.commons.lang.text,StrBuilder,68,2780,24,412,13,588,24,304,1,109
Lang_59,17,org.apache.commons.lang.text,StrBuilder,68,2780,24,412,13,588,24,304,1,109
Lang_59,18,org.apache.commons.lang.text,StrBuilder,68,2780,24,412,13,588,24,304,1,109
Lang_59,19,org.apache.commons.lang.text,StrBuilder,68,2780,24,412,13,588,24,304,1,109
Lang_59,20,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,21,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,22,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,23,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,24,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,25,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,26,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,27,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,28,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,29,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_59,30,org.apache.commons.lang.text,StrBuilder,63,2785,23,413,12,589,23,305,1,109
Lang_60,1,org.apache.commons.lang.text,StrBuilder,330,2518,81,355,63,538,74,254,1,109
Lang_60,2,org.apache.commons.lang.text,StrBuilder,163,2685,46,390,29,572,42,286,1,109
Lang_60,3,org.apache.commons.lang.text,StrBuilder,122,2726,37,399,20,581,36,292,1,109
Lang_60,4,org.apache.commons.lang.text,StrBuilder,75,2773,31,405,15,586,31,297,1,109
