Patch_Name,Project,Bug,RGT,Seed,#Total_Test,#Failing_Test,#Time,Failure,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,8,12,0,7.753,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,9,12,0,2.044,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,21,12,0,2.019,,
patch1-Math-58-Arja.patch,Math,58,Evosuite_2019,3,12,0,2.027,,
patch1-Math-58-Arja.patch,Math,58,Evosuite_2019,8,12,0,2.028,,
patch1-Math-85-ACS.patch,Math,85,Evosuite_2019,10,12,0,2.049,,
patch1-Math-85-ACS.patch,Math,85,Evosuite_2019,11,12,0,2.046,,
patch1-Math-85-ACS.patch,Math,85,Evosuite_2019,18,12,0,2.044,,
patch1-Math-85-ACS.patch,Math,85,Evosuite_2019,23,12,0,2.052,,
patch1-Math-85-Jaid.patch,Math,85,Evosuite_2019,10,12,0,2.082,,
patch1-Math-85-Jaid.patch,Math,85,Evosuite_2019,11,12,0,2.046,,
patch1-Math-85-Jaid.patch,Math,85,Evosuite_2019,18,12,0,2.064,,
patch1-Math-85-Jaid.patch,Math,85,Evosuite_2019,23,12,0,2.052,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,9,12,0,2.048,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,21,12,0,2.021,,
patch1-Closure-115-SimFix.patch,Closure,115,Evosuite_2019,6,13,0,8.124,,
patch1-Closure-126-Jaid.patch,Closure,126,Evosuite_2019,12,13,0,7.937,,
patch1-Closure-126-Jaid.patch,Closure,126,Evosuite_2019,27,13,0,7.05,,
patch1-Closure-126-SketchFix.patch,Closure,126,Evosuite_2019,12,13,0,8.369,,
patch1-Closure-126-SketchFix.patch,Closure,126,Evosuite_2019,27,13,0,7.59,,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,24,13,0,7.34,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,3,13,0,2.055,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,7,13,0,2.044,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,8,13,0,2.018,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,11,13,0,2.035,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,14,13,0,2.033,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,16,13,0,2.047,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,25,13,0,2.046,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,26,13,0,2.053,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,18,13,0,2.063,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,25,13,0,2.046,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,26,13,0,2.052,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,27,13,0,2.342,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,8,13,0,2.544,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,10,13,0,2.43,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,15,13,0,2.479,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,19,13,0,2.425,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,3,13,0,2.056,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,7,13,0,2.042,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,8,13,0,2.022,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,11,13,0,2.034,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,14,13,0,2.033,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,16,13,0,2.046,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,25,13,0,2.041,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,26,13,0,2.056,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,24,14,0,2.024,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,28,14,0,2.031,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,0,14,0,2.06,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,1,14,0,2.124,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,2,14,0,2.055,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,3,14,0,2.052,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,4,14,0,2.052,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,12,14,0,2.047,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,13,14,0,2.059,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,14,14,0,2.126,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,17,14,0,2.218,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,23,14,0,2.066,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,24,14,0,2.061,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,29,14,0,2.198,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,0,14,0,2.456,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,7,14,0,2.466,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,21,14,0,2.679,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,24,14,0,2.024,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,28,14,0,2.03,,
patch1-Closure-126-Jaid.patch,Closure,126,Evosuite_2019,9,15,0,7.524,,
patch1-Closure-126-SketchFix.patch,Closure,126,Evosuite_2019,9,15,0,7.62,,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,21,15,0,7.482,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,15,15,0,2.056,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,18,15,0,2.032,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,5,15,0,2.101,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,7,15,0,3.515,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,8,15,0,2.063,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,9,15,0,2.687,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,10,15,0,2.061,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,11,15,0,2.053,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,16,15,0,2.061,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,19,15,0,2.085,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,21,15,0,2.053,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,22,15,0,2.144,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,0,15,0,2.06,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,0,15,0,2.065,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,0,15,0,2.072,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,1,15,0,2.485,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,2,15,0,2.468,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,3,15,0,2.624,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,4,15,0,2.464,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,5,15,0,2.475,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,6,15,0,2.501,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,12,15,0,2.533,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,13,15,0,2.435,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,14,15,0,2.435,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,18,15,0,2.435,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,20,15,0,2.48,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,23,15,0,2.551,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,25,15,0,2.463,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,26,15,0,2.484,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,27,15,0,2.472,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,29,15,0,2.466,,
patch1-Math-73-Arja.patch,Math,73,Evosuite_2019,15,15,0,2.032,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,15,15,0,2.053,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,18,15,0,2.034,,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,2,16,0,8.009,,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,27,16,0,8.548,,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,29,16,0,8.478,,
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,27,16,0,2.032,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,1,16,0,2.026,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,2,16,0,2.033,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,3,16,0,2.025,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,4,16,0,2.025,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,6,16,0,2.04,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,10,16,0,2.036,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,11,16,0,2.027,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,13,16,0,2.027,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,14,16,0,2.026,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,17,16,0,2.025,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,19,16,0,2.066,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,24,16,0,2.027,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,27,16,0,2.024,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,20,16,0,2.057,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,28,16,0,2.063,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,9,16,0,2.51,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,11,16,0,2.494,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,16,16,0,2.426,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,17,16,0,2.44,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,22,16,0,2.533,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,24,16,0,2.447,,
patch1-Math-65-CapGen.patch,Math,65,Evosuite_2019,28,16,0,2.599,,
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,27,16,0,2.031,,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,18,17,0,7.742,,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,20,17,0,8.207,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,0,17,0,2.026,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,5,17,0,2.023,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,7,17,0,2.032,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,8,17,0,2.025,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,9,17,0,2.029,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,12,17,0,2.037,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,15,17,0,2.024,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,16,17,0,2.024,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,18,17,0,2.026,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,20,17,0,2.025,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,21,17,0,2.025,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,22,17,0,2.025,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,25,17,0,2.028,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,26,17,0,2.024,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,28,17,0,2.034,,
patch1-Lang-55-Jaid.patch,Lang,55,Evosuite_2019,29,17,0,2.025,,
patch1-Math-2-SOFix.patch,Math,2,Evosuite_2019,15,17,0,2.056,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,10,17,0,2.051,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,11,17,0,2.061,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,12,17,0,2.05,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,16,17,0,2.054,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,17,17,0,2.058,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,19,17,0,2.053,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,21,17,0,2.051,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,24,17,0,2.052,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,26,17,0,2.052,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,10,17,0,2.052,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,11,17,0,2.058,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,12,17,0,2.052,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,16,17,0,2.058,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,17,17,0,2.051,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,19,17,0,2.05,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,21,17,0,2.055,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,24,17,0,2.054,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,26,17,0,2.052,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,10,17,0,2.056,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,11,17,0,2.057,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,12,17,0,2.057,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,16,17,0,2.057,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,17,17,0,2.053,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,19,17,0,2.053,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,21,17,0,2.055,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,24,17,0,2.056,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,26,17,0,2.058,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,13,17,0,2.535,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,16,17,0,2.452,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,19,17,0,2.456,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,21,17,0,2.534,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,24,17,0,2.55,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,29,17,0,2.471,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,10,17,0,2.051,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,11,17,0,2.052,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,12,17,0,2.055,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,16,17,0,2.052,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,17,17,0,2.052,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,19,17,0,2.052,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,21,17,0,2.051,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,24,17,0,2.051,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,26,17,0,2.053,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,1,18,0,2.053,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,4,18,0,2.058,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,5,18,0,2.071,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,8,18,0,2.068,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,9,18,0,2.082,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,13,18,0,2.054,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,15,18,0,2.067,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,18,18,0,2.051,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,23,18,0,2.063,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,28,18,0,2.051,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,29,18,0,2.072,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,1,18,0,2.064,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,4,18,0,2.059,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,5,18,0,2.074,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,8,18,0,2.069,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,9,18,0,2.065,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,13,18,0,2.056,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,15,18,0,2.068,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,18,18,0,2.058,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,23,18,0,2.068,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,28,18,0,2.052,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,29,18,0,2.082,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,1,18,0,2.057,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,4,18,0,2.059,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,5,18,0,2.072,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,8,18,0,2.073,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,9,18,0,2.068,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,13,18,0,2.066,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,15,18,0,2.072,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,18,18,0,2.053,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,23,18,0,2.068,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,28,18,0,2.054,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,29,18,0,2.067,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,18,18,0,2.46,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,19,18,0,2.478,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,24,18,0,2.479,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,1,18,0,2.501,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,6,18,0,2.648,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,15,18,0,2.483,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,17,18,0,2.454,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,22,18,0,2.501,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,27,18,0,2.449,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,1,18,0,2.061,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,4,18,0,2.058,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,5,18,0,2.078,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,8,18,0,2.07,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,9,18,0,2.079,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,13,18,0,2.054,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,15,18,0,2.066,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,18,18,0,2.051,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,23,18,0,2.074,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,28,18,0,2.051,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,29,18,0,2.068,,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,5,19,0,7.668,,
patch1-Closure-40-Jaid.patch,Closure,40,Evosuite_2019,16,19,0,7.857,,
patch1-Lang-57-Elixir.patch,Lang,57,Evosuite_2019,7,19,0,2.046,,
patch1-Lang-57-Elixir.patch,Lang,57,Evosuite_2019,22,19,0,2.046,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,2,19,0,2.069,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,3,19,0,2.065,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,6,19,0,2.072,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,7,19,0,2.067,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,20,19,0,2.061,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,22,19,0,2.067,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,25,19,0,2.07,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,27,19,0,2.063,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,2,19,0,2.066,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,3,19,0,2.077,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,6,19,0,2.084,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,7,19,0,2.07,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,20,19,0,2.065,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,22,19,0,2.07,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,25,19,0,2.072,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,27,19,0,2.105,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,2,19,0,2.076,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,3,19,0,2.077,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,6,19,0,2.089,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,7,19,0,2.105,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,20,19,0,2.062,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,22,19,0,2.072,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,25,19,0,2.069,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,27,19,0,2.074,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,0,19,0,2.486,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,1,19,0,2.496,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,2,19,0,2.513,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,4,19,0,2.502,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,5,19,0,2.513,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,10,19,0,2.472,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,12,19,0,2.505,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,14,19,0,2.491,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,15,19,0,2.441,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,23,19,0,2.464,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,26,19,0,2.496,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,27,19,0,2.464,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,0,19,0,2.5,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,2,19,0,2.495,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,4,19,0,2.462,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,5,19,0,2.683,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,7,19,0,2.482,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,8,19,0,2.499,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,10,19,0,2.516,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,12,19,0,2.466,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,14,19,0,2.439,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,20,19,0,2.525,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,26,19,0,2.553,,
patch3-Lang-57-CapGen.patch,Lang,57,Evosuite_2019,7,19,0,2.044,,
patch3-Lang-57-CapGen.patch,Lang,57,Evosuite_2019,22,19,0,2.052,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,2,19,0,2.108,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,3,19,0,2.078,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,6,19,0,2.07,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,7,19,0,2.066,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,20,19,0,2.06,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,22,19,0,2.066,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,25,19,0,2.068,,
patch1-Math-50-Nopol2015.patch,Math,50,Evosuite_2019,27,19,0,2.059,,
patch1-Lang-57-Elixir.patch,Lang,57,Evosuite_2019,14,20,0,2.042,,
patch1-Lang-57-Elixir.patch,Lang,57,Evosuite_2019,16,20,0,2.06,,
patch1-Math-50-Jaid.patch,Math,50,Evosuite_2019,14,20,0,2.065,,
patch1-Math-50-SimFix.patch,Math,50,Evosuite_2019,14,20,0,2.07,,
patch1-Math-50-ssFix.patch,Math,50,Evosuite_2019,14,20,0,2.065,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,3,20,0,2.489,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,6,20,0,2.517,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,8,20,0,2.482,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,9,20,0,2.473,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,11,20,0,2.493,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,16,20,0,2.448,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,25,20,0,2.463,,
patch1-Math-89-ACS.patch,Math,89,Evosuite_2019,28,20,0,2.466,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,3,20,0,2.471,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,9,20,0,2.563,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,23,20,0,2.57,,
patch1-Math-90-ACS.patch,Math,90,Evosuite_2019,25,20,0,2.57,,
