Patch_Name,Project,Bug,RGT,Seed,#Total_Test,#Failing_Test,#Time,Failure,
patch1-Lang-41-SimFix.patch,Lang,41,Evosuite_2019,13,85,4,2.058,1) test08(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test08(ClassUtils_ESTest.java:90)2) test09(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test09(ClassUtils_ESTest.java:96)3) test10(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test10(ClassUtils_ESTest.java:102)4) test11(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test11(ClassUtils_ESTest.java:108),
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,3,1249,4,2.102,1)test224(RegressionTest1)2)test263(RegressionTest1)3)test035(RegressionTest0)4)test081(RegressionTest0),
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,18,1413,4,2.108,1)test274(RegressionTest0)2)test019(RegressionTest2)3)test223(RegressionTest2)4)test239(RegressionTest2),
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,8,1450,4,2.11,1)test188(RegressionTest0)2)test338(RegressionTest0)3)test250(RegressionTest2)4)test335(RegressionTest2),
patch1-Chart-5-Nopol2015.patch,Chart,5,Randoop_2019,24,1728,4,2.169,1)test220(RegressionTest3)2)test408(RegressionTest1)3)test238(RegressionTest2)4)test277(RegressionTest2),
patch1-Chart-5-Nopol2015.patch,Chart,5,Randoop_2019,27,1851,4,2.166,1)test031(RegressionTest3)2)test032(RegressionTest3)3)test184(RegressionTest3)4)test333(RegressionTest3),
patch1-Chart-5-Nopol2015.patch,Chart,5,Randoop_2019,5,2105,4,2.202,1)test238(RegressionTest3)2)test181(RegressionTest0)3)test326(RegressionTest0)4)test014(RegressionTest2),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,13,16,3,2.027,1) test01(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test01(BrentSolver_ESTest.java:46)2) test13(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test13(BrentSolver_ESTest.java:191)3) test14(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test14(BrentSolver_ESTest.java:202),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,10,17,3,2.027,1) test05(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:87)2) test07(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test07(BrentSolver_ESTest.java:111)3) test15(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test15(BrentSolver_ESTest.java:221),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,22,17,3,2.026,1) test05(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:95)2) test14(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test14(BrentSolver_ESTest.java:211)3) test15(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test15(BrentSolver_ESTest.java:223),
patch1-Lang-41-SimFix.patch,Lang,41,Evosuite_2019,22,75,3,2.051,1) test08(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test08(ClassUtils_ESTest.java:78)2) test09(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test09(ClassUtils_ESTest.java:84)3) test10(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test10(ClassUtils_ESTest.java:90),
patch1-Lang-41-SimFix.patch,Lang,41,Evosuite_2019,17,77,3,2.056,1) test11(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test11(ClassUtils_ESTest.java:104)2) test12(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test12(ClassUtils_ESTest.java:110)3) test13(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test13(ClassUtils_ESTest.java:116),
patch1-Lang-41-SimFix.patch,Lang,41,Evosuite_2019,28,78,3,2.056,1) test08(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test08(ClassUtils_ESTest.java:77)2) test09(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test09(ClassUtils_ESTest.java:83)3) test11(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test11(ClassUtils_ESTest.java:95),
patch1-Lang-41-SimFix.patch,Lang,41,Evosuite_2019,5,80,3,2.054,1) test08(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test08(ClassUtils_ESTest.java:79)2) test09(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test09(ClassUtils_ESTest.java:85)3) test10(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test10(ClassUtils_ESTest.java:91),
patch1-Lang-41-SimFix.patch,Lang,41,Evosuite_2019,3,84,3,2.057,1) test10(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test10(ClassUtils_ESTest.java:92)2) test11(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test11(ClassUtils_ESTest.java:98)3) test12(org.apache.commons.lang.ClassUtils_ESTest)at org.apache.commons.lang.ClassUtils_ESTest.test12(ClassUtils_ESTest.java:104),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,19,107,3,2.053,1) test084(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test084(BooleanUtils_ESTest.java:654)2) test085(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test085(BooleanUtils_ESTest.java:660)3) test086(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test086(BooleanUtils_ESTest.java:666),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,4,109,3,2.053,1) test085(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test085(BooleanUtils_ESTest.java:662)2) test086(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test086(BooleanUtils_ESTest.java:668)3) test087(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test087(BooleanUtils_ESTest.java:674),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,21,109,3,2.064,1) test087(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test087(BooleanUtils_ESTest.java:679)2) test088(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test088(BooleanUtils_ESTest.java:685)3) test089(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test089(BooleanUtils_ESTest.java:691),
patch1-Lang-35-ACS.patch,Lang,35,Randoop_2019,5,1534,3,2.119,1)test040(RegressionTest1)2)test431(RegressionTest1)3)test168(RegressionTest0),
patch1-Chart-5-Nopol2015.patch,Chart,5,Randoop_2019,19,2075,3,2.173,1)test365(RegressionTest3)2)test205(RegressionTest2)3)test290(RegressionTest2),
patch1-Chart-5-Nopol2015.patch,Chart,5,Randoop_2019,18,2131,3,2.188,1)test314(RegressionTest3)2)test466(RegressionTest1)3)test323(RegressionTest2),
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,6,12,2,2.059,1) test05(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test05(ExtendedMessageFormat_ESTest.java:115)2) test06(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test06(ExtendedMessageFormat_ESTest.java:131),
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,6,12,2,2.052,1) test05(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test05(ExtendedMessageFormat_ESTest.java:115)2) test06(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test06(ExtendedMessageFormat_ESTest.java:131),
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,13,13,2,2.054,1) test04(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test04(ExtendedMessageFormat_ESTest.java:98)2) test09(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test09(ExtendedMessageFormat_ESTest.java:174),
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,13,13,2,2.05,1) test04(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test04(ExtendedMessageFormat_ESTest.java:98)2) test09(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test09(ExtendedMessageFormat_ESTest.java:174),
patch1-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,29,14,2,2.047,1) test04(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test04(ExtendedMessageFormat_ESTest.java:98)2) test09(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test09(ExtendedMessageFormat_ESTest.java:162),
patch1-Math-73-Arja.patch,Math,73,Evosuite_2019,14,14,2,2.046,1) test06(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test06(BrentSolver_ESTest.java:101)2) test12(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test12(BrentSolver_ESTest.java:187),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,14,14,2,2.038,1) test00(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test00(BrentSolver_ESTest.java:31)2) test05(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:91),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,27,14,2,2.029,1) test01(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test01(BrentSolver_ESTest.java:47)2) test05(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:99),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,6,14,2,2.032,1) test01(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test01(BrentSolver_ESTest.java:47)2) test12(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test12(BrentSolver_ESTest.java:196),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,19,14,2,2.029,1) test04(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test04(BrentSolver_ESTest.java:77)2) test05(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:90),
patch2-Lang-43-CapGen.patch,Lang,43,Evosuite_2019,29,14,2,2.051,1) test04(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test04(ExtendedMessageFormat_ESTest.java:98)2) test09(org.apache.commons.lang.text.ExtendedMessageFormat_ESTest)at org.apache.commons.lang.text.ExtendedMessageFormat_ESTest.test09(ExtendedMessageFormat_ESTest.java:162),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,26,15,2,2.038,1) test00(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test00(BrentSolver_ESTest.java:30)2) test05(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:92),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,20,15,2,2.032,1) test00(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test00(BrentSolver_ESTest.java:31)2) test04(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test04(BrentSolver_ESTest.java:81),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,15,15,2,2.032,1) test01(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test01(BrentSolver_ESTest.java:40)2) test13(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test13(BrentSolver_ESTest.java:196),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,3,15,2,2.027,1) test01(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test01(BrentSolver_ESTest.java:46)2) test05(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test05(BrentSolver_ESTest.java:96),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,21,15,2,2.025,1) test01(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test01(BrentSolver_ESTest.java:47)2) test12(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test12(BrentSolver_ESTest.java:204),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,12,15,2,2.026,1) test03(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test03(BrentSolver_ESTest.java:68)2) test06(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test06(BrentSolver_ESTest.java:109),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,17,17,2,2.032,1) test01(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test01(BrentSolver_ESTest.java:41)2) test06(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test06(BrentSolver_ESTest.java:109),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,28,18,2,2.025,1) test07(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test07(BrentSolver_ESTest.java:118)2) test08(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:131),
patch1-Math-73-JGenProg2015.patch,Math,73,Evosuite_2019,9,18,2,2.025,1) test07(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test07(BrentSolver_ESTest.java:122)2) test08(org.apache.commons.math.analysis.solvers.BrentSolver_ESTest)at org.apache.commons.math.analysis.solvers.BrentSolver_ESTest.test08(BrentSolver_ESTest.java:135),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,16,102,2,2.057,1) test074(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test074(BooleanUtils_ESTest.java:599)2) test081(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test081(BooleanUtils_ESTest.java:641),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,27,102,2,2.057,1) test083(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test083(BooleanUtils_ESTest.java:651)2) test084(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test084(BooleanUtils_ESTest.java:657),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,3,104,2,2.054,1) test084(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test084(BooleanUtils_ESTest.java:660)2) test085(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test085(BooleanUtils_ESTest.java:666),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,7,104,2,2.056,1) test085(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test085(BooleanUtils_ESTest.java:662)2) test086(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test086(BooleanUtils_ESTest.java:668),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,24,105,2,2.06,1) test085(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test085(BooleanUtils_ESTest.java:662)2) test086(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test086(BooleanUtils_ESTest.java:668),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,15,105,2,2.063,1) test086(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test086(BooleanUtils_ESTest.java:665)2) test087(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test087(BooleanUtils_ESTest.java:671),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,22,108,2,2.053,1) test085(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test085(BooleanUtils_ESTest.java:664)2) test086(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test086(BooleanUtils_ESTest.java:670),
patch2-Lang-51-Jaid.patch,Lang,51,Evosuite_2019,12,109,2,2.05,1) test088(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test088(BooleanUtils_ESTest.java:677)2) test089(org.apache.commons.lang.BooleanUtils_ESTest)at org.apache.commons.lang.BooleanUtils_ESTest.test089(BooleanUtils_ESTest.java:683),
patch1-Lang-27-SimFix.patch,Lang,27,Evosuite_2019,1,128,2,2.077,1) test023(org.apache.commons.lang3.math.NumberUtils_ESTest)at org.apache.commons.lang3.math.NumberUtils_ESTest.test023(NumberUtils_ESTest.java:185)2) test026(org.apache.commons.lang3.math.NumberUtils_ESTest)at org.apache.commons.lang3.math.NumberUtils_ESTest.test026(NumberUtils_ESTest.java:234),
patch1-Lang-7-DeepRepair.patch,Lang,7,Evosuite_2019,26,130,2,2.083,1) test017(org.apache.commons.lang3.math.NumberUtils_ESTest)at org.apache.commons.lang3.math.NumberUtils_ESTest.test017(NumberUtils_ESTest.java:136)2) test028(org.apache.commons.lang3.math.NumberUtils_ESTest)at org.apache.commons.lang3.math.NumberUtils_ESTest.test028(NumberUtils_ESTest.java:274),
patch1-Lang-16-SimFix.patch,Lang,16,Evosuite_2019,10,131,2,2.09,1) test028(org.apache.commons.lang3.math.NumberUtils_ESTest)at org.apache.commons.lang3.math.NumberUtils_ESTest.test028(NumberUtils_ESTest.java:272)2) test041(org.apache.commons.lang3.math.NumberUtils_ESTest)at org.apache.commons.lang3.math.NumberUtils_ESTest.test041(NumberUtils_ESTest.java:406),
